date_lab_plate	Title	Date	Lab	Plate
2023-04-01_Vilanova_plate_7	2023-04-01 plate_7	2023-04-01	Vilanova	plate_7
2023-04-09_Vilanova_plate_1	2023-04-09 plate_1	2023-04-09	Vilanova	plate_1
2023-04-09_Vilanova_plate_2	2023-04-09 plate_2	2023-04-09	Vilanova	plate_2
2023-04-09_Vilanova_plate_3	2023-04-09 plate_3	2023-04-09	Vilanova	plate_3
2023-04-09_Vilanova_plate_4	2023-04-09 plate_4	2023-04-09	Vilanova	plate_4
2023-04-09_Vilanova_plate_5	2023-04-09 plate_5	2023-04-09	Vilanova	plate_5
2023-04-16_Vilanova_plate_1	2023-04-16 plate_1	2023-04-16	Vilanova	plate_1
2023-04-16_Vilanova_plate_2	2023-04-16 plate_2	2023-04-16	Vilanova	plate_2
2023-04-16_Vilanova_plate_3	2023-04-16 plate_3	2023-04-16	Vilanova	plate_3
2023-04-16_Vilanova_plate_4	2023-04-16 plate_4	2023-04-16	Vilanova	plate_4
2023-04-16_Vilanova_plate_5	2023-04-16 plate_5	2023-04-16	Vilanova	plate_5
2023-04-16_Vilanova_plate_6	2023-04-16 plate_6	2023-04-16	Vilanova	plate_6
2023-04-20_Vilanova_plate_1	2023-04-20 plate_1	2023-04-20	Vilanova	plate_1
2023-04-20_Vilanova_plate_2	2023-04-20 plate_2	2023-04-20	Vilanova	plate_2
2023-04-20_Vilanova_plate_3	2023-04-20 plate_3	2023-04-20	Vilanova	plate_3
2023-04-20_Vilanova_plate_4	2023-04-20 plate_4	2023-04-20	Vilanova	plate_4
2023-04-20_Vilanova_plate_5	2023-04-20 plate_5	2023-04-20	Vilanova	plate_5
2023-04-27_Vilanova_plate_1	2023-04-27 plate_1	2023-04-27	Vilanova	plate_1
2023-04-27_Vilanova_plate_2	2023-04-27 plate_2	2023-04-27	Vilanova	plate_2
2023-04-27_Vilanova_plate_3	2023-04-27 plate_3	2023-04-27	Vilanova	plate_3
2023-04-27_Vilanova_plate_4	2023-04-27 plate_4	2023-04-27	Vilanova	plate_4
2023-04-27_Vilanova_plate_5	2023-04-27 plate_5	2023-04-27	Vilanova	plate_5
2023-04-27_Vilanova_plate_6	2023-04-27 plate_6	2023-04-27	Vilanova	plate_6
2023-04-27_Vilanova_plate_7	2023-04-27 plate_7	2023-04-27	Vilanova	plate_7
2023-08-09_Vilanova_plate_1	2023-08-09 plate_1	2023-08-09	Vilanova	plate_1
2023-08-09_Vilanova_plate_2	2023-08-09 plate_2	2023-08-09	Vilanova	plate_2
2023-08-09_Vilanova_plate_3	2023-08-09 plate_3	2023-08-09	Vilanova	plate_3
2023-08-09_Vilanova_plate_4	2023-08-09 plate_4	2023-08-09	Vilanova	plate_4
2023-08-09_Vilanova_plate_5	2023-08-09 plate_5	2023-08-09	Vilanova	plate_5
2023-08-09_Vilanova_plate_6	2023-08-09 plate_6	2023-08-09	Vilanova	plate_6
2023-08-10_Vilanova_plate_1	2023-08-10 plate_1	2023-08-10	Vilanova	plate_1
2023-08-10_Vilanova_plate_2	2023-08-10 plate_2	2023-08-10	Vilanova	plate_2
2023-08-10_Vilanova_plate_3	2023-08-10 plate_3	2023-08-10	Vilanova	plate_3
2023-08-10_Vilanova_plate_4	2023-08-10 plate_4	2023-08-10	Vilanova	plate_4
2023-08-10_Vilanova_plate_5	2023-08-10 plate_5	2023-08-10	Vilanova	plate_5
2023-08-10_Vilanova_plate_6	2023-08-10 plate_6	2023-08-10	Vilanova	plate_6
2023-08-10_Vilanova_plate_7	2023-08-10 plate_7	2023-08-10	Vilanova	plate_7
2023-08-13_Vilanova_plate_1	2023-08-13 plate_1	2023-08-13	Vilanova	plate_1
2023-08-13_Vilanova_plate_2	2023-08-13 plate_2	2023-08-13	Vilanova	plate_2
2023-08-13_Vilanova_plate_3	2023-08-13 plate_3	2023-08-13	Vilanova	plate_3
2023-08-13_Vilanova_plate_4	2023-08-13 plate_4	2023-08-13	Vilanova	plate_4
2023-08-13_Vilanova_plate_5	2023-08-13 plate_5	2023-08-13	Vilanova	plate_5
2023-08-13_Vilanova_plate_6	2023-08-13 plate_6	2023-08-13	Vilanova	plate_6
2023-08-17_Vilanova_plate_1	2023-08-17 plate_1	2023-08-17	Vilanova	plate_1
2023-08-17_Vilanova_plate_2	2023-08-17 plate_2	2023-08-17	Vilanova	plate_2
2023-08-17_Vilanova_plate_3	2023-08-17 plate_3	2023-08-17	Vilanova	plate_3
2023-08-17_Vilanova_plate_4	2023-08-17 plate_4	2023-08-17	Vilanova	plate_4
2023-08-17_Vilanova_plate_5	2023-08-17 plate_5	2023-08-17	Vilanova	plate_5
2023-08-23_Vilanova_plate_1	2023-08-23 plate_1	2023-08-23	Vilanova	plate_1
2023-08-23_Vilanova_plate_2	2023-08-23 plate_2	2023-08-23	Vilanova	plate_2
2023-08-23_Vilanova_plate_3	2023-08-23 plate_3	2023-08-23	Vilanova	plate_3
2023-08-23_Vilanova_plate_4	2023-08-23 plate_4	2023-08-23	Vilanova	plate_4
2023-08-23_Vilanova_plate_5	2023-08-23 plate_5	2023-08-23	Vilanova	plate_5
2023-09-29_Vilanova_plate_1	2023-09-29 plate_1	2023-09-29	Vilanova	plate_1
2023-09-29_Vilanova_plate_2	2023-09-29 plate_2	2023-09-29	Vilanova	plate_2
2023-09-29_Vilanova_plate_3	2023-09-29 plate_3	2023-09-29	Vilanova	plate_3
2023-09-29_Vilanova_plate_4	2023-09-29 plate_4	2023-09-29	Vilanova	plate_4
2023-09-29_Vilanova_plate_5	2023-09-29 plate_5	2023-09-29	Vilanova	plate_5
2023-09-29_Vilanova_plate_6	2023-09-29 plate_6	2023-09-29	Vilanova	plate_6
2023-09-29_Vilanova_plate_7	2023-09-29 plate_7	2023-09-29	Vilanova	plate_7
2023-10-05_Vilanova_plate_1	2023-10-05 plate_1	2023-10-05	Vilanova	plate_1
2023-10-05_Vilanova_plate_2	2023-10-05 plate_2	2023-10-05	Vilanova	plate_2
2023-10-05_Vilanova_plate_3	2023-10-05 plate_3	2023-10-05	Vilanova	plate_3
2023-10-05_Vilanova_plate_4	2023-10-05 plate_4	2023-10-05	Vilanova	plate_4
2023-10-10_Vilanova_plate_1	2023-10-10 plate_1	2023-10-10	Vilanova	plate_1
2023-10-10_Vilanova_plate_2	2023-10-10 plate_2	2023-10-10	Vilanova	plate_2
2023-10-10_Vilanova_plate_3	2023-10-10 plate_3	2023-10-10	Vilanova	plate_3
2023-10-10_Vilanova_plate_4	2023-10-10 plate_4	2023-10-10	Vilanova	plate_4
2023-10-17_Vilanova_plate_1	2023-10-17 plate_1	2023-10-17	Vilanova	plate_1
2023-10-17_Vilanova_plate_2	2023-10-17 plate_2	2023-10-17	Vilanova	plate_2
2023-10-17_Vilanova_plate_3	2023-10-17 plate_3	2023-10-17	Vilanova	plate_3
2023-10-17_Vilanova_plate_4	2023-10-17 plate_4	2023-10-17	Vilanova	plate_4
2023-10-17_Vilanova_plate_5	2023-10-17 plate_5	2023-10-17	Vilanova	plate_5
2023-10-17_Vilanova_plate_6	2023-10-17 plate_6	2023-10-17	Vilanova	plate_6
2023-10-17_Vilanova_plate_7	2023-10-17 plate_7	2023-10-17	Vilanova	plate_7
2023-10-17_Vilanova_plate_8	2023-10-17 plate_8	2023-10-17	Vilanova	plate_8
2023-10-23_Vilanova_plate_1	2023-10-23 plate_1	2023-10-23	Vilanova	plate_1
2023-10-23_Vilanova_plate_2	2023-10-23 plate_2	2023-10-23	Vilanova	plate_2
2023-10-23_Vilanova_plate_3	2023-10-23 plate_3	2023-10-23	Vilanova	plate_3
2023-10-23_Vilanova_plate_4	2023-10-23 plate_4	2023-10-23	Vilanova	plate_4
2023-10-23_Vilanova_plate_5	2023-10-23 plate_5	2023-10-23	Vilanova	plate_5
2023-10-23_Vilanova_plate_6	2023-10-23 plate_6	2023-10-23	Vilanova	plate_6
2023-11-04_Vilanova_plate_1	2023-11-04 plate_1	2023-11-04	Vilanova	plate_1
2023-11-04_Vilanova_plate_2	2023-11-04 plate_2	2023-11-04	Vilanova	plate_2
2023-11-04_Vilanova_plate_3	2023-11-04 plate_3	2023-11-04	Vilanova	plate_3
2023-11-04_Vilanova_plate_4	2023-11-04 plate_4	2023-11-04	Vilanova	plate_4
2023-11-04_Vilanova_plate_5	2023-11-04 plate_5	2023-11-04	Vilanova	plate_5
2023-11-04_Vilanova_plate_6	2023-11-04 plate_6	2023-11-04	Vilanova	plate_6
2023-11-04_Vilanova_plate_7	2023-11-04 plate_7	2023-11-04	Vilanova	plate_7
2023-11-10_Vilanova_plate_1	2023-11-10 plate_1	2023-11-10	Vilanova	plate_1
2023-11-10_Vilanova_plate_2	2023-11-10 plate_2	2023-11-10	Vilanova	plate_2
2023-11-10_Vilanova_plate_3	2023-11-10 plate_3	2023-11-10	Vilanova	plate_3
2023-11-10_Vilanova_plate_4	2023-11-10 plate_4	2023-11-10	Vilanova	plate_4
2023-11-10_Vilanova_plate_5	2023-11-10 plate_5	2023-11-10	Vilanova	plate_5
2023-11-10_Vilanova_plate_6	2023-11-10 plate_6	2023-11-10	Vilanova	plate_6
2023-11-10_Vilanova_plate_7	2023-11-10 plate_7	2023-11-10	Vilanova	plate_7
2023-11-10_Vilanova_plate_8	2023-11-10 plate_8	2023-11-10	Vilanova	plate_8
2023-11-20_Vilanova_plate_1	2023-11-20 plate_1	2023-11-20	Vilanova	plate_1
2023-11-20_Vilanova_plate_2	2023-11-20 plate_2	2023-11-20	Vilanova	plate_2
2023-11-20_Vilanova_plate_3	2023-11-20 plate_3	2023-11-20	Vilanova	plate_3
2023-11-20_Vilanova_plate_4	2023-11-20 plate_4	2023-11-20	Vilanova	plate_4
2023-11-20_Vilanova_plate_5	2023-11-20 plate_5	2023-11-20	Vilanova	plate_5
2023-11-20_Vilanova_plate_6	2023-11-20 plate_6	2023-11-20	Vilanova	plate_6
2023-11-20_Vilanova_plate_7	2023-11-20 plate_7	2023-11-20	Vilanova	plate_7
2023-11-28_Vilanova_plate_1	2023-11-28 plate_1	2023-11-28	Vilanova	plate_1
2023-11-28_Vilanova_plate_2	2023-11-28 plate_2	2023-11-28	Vilanova	plate_2
2023-11-28_Vilanova_plate_3	2023-11-28 plate_3	2023-11-28	Vilanova	plate_3
2023-11-28_Vilanova_plate_4	2023-11-28 plate_4	2023-11-28	Vilanova	plate_4
2023-11-28_Vilanova_plate_5	2023-11-28 plate_5	2023-11-28	Vilanova	plate_5
2023-12-01_Vilanova_plate_1	2023-12-01 plate_1	2023-12-01	Vilanova	plate_1
2023-12-01_Vilanova_plate_2	2023-12-01 plate_2	2023-12-01	Vilanova	plate_2
2023-12-01_Vilanova_plate_3	2023-12-01 plate_3	2023-12-01	Vilanova	plate_3
2023-12-01_Vilanova_plate_4	2023-12-01 plate_4	2023-12-01	Vilanova	plate_4
2023-12-01_Vilanova_plate_5	2023-12-01 plate_5	2023-12-01	Vilanova	plate_5
2023-12-05_Vilanova_plate_1	2023-12-05 plate_1	2023-12-05	Vilanova	plate_1
2023-12-05_Vilanova_plate_2	2023-12-05 plate_2	2023-12-05	Vilanova	plate_2
2023-12-05_Vilanova_plate_3	2023-12-05 plate_3	2023-12-05	Vilanova	plate_3
2023-12-05_Vilanova_plate_4	2023-12-05 plate_4	2023-12-05	Vilanova	plate_4
2023-12-10_Vilanova_plate_1	2023-12-10 plate_1	2023-12-10	Vilanova	plate_1
2023-12-10_Vilanova_plate_2	2023-12-10 plate_2	2023-12-10	Vilanova	plate_2
2023-12-10_Vilanova_plate_3	2023-12-10 plate_3	2023-12-10	Vilanova	plate_3
2023-12-10_Vilanova_plate_4	2023-12-10 plate_4	2023-12-10	Vilanova	plate_4
2023-12-10_Vilanova_plate_5	2023-12-10 plate_5	2023-12-10	Vilanova	plate_5
2023-12-10_Vilanova_plate_6	2023-12-10 plate_6	2023-12-10	Vilanova	plate_6
2023-12-10_Vilanova_plate_7	2023-12-10 plate_7	2023-12-10	Vilanova	plate_7
2023-12-16_Vilanova_plate_1	2023-12-16 plate_1	2023-12-16	Vilanova	plate_1
2023-12-16_Vilanova_plate_2	2023-12-16 plate_2	2023-12-16	Vilanova	plate_2
2023-12-16_Vilanova_plate_3	2023-12-16 plate_3	2023-12-16	Vilanova	plate_3
2023-12-16_Vilanova_plate_4	2023-12-16 plate_4	2023-12-16	Vilanova	plate_4
2023-12-20_Vilanova_plate_1	2023-12-20 plate_1	2023-12-20	Vilanova	plate_1
2023-12-20_Vilanova_plate_2	2023-12-20 plate_2	2023-12-20	Vilanova	plate_2
2023-12-20_Vilanova_plate_3	2023-12-20 plate_3	2023-12-20	Vilanova	plate_3
2023-12-20_Vilanova_plate_4	2023-12-20 plate_4	2023-12-20	Vilanova	plate_4
2023-12-20_Vilanova_plate_5	2023-12-20 plate_5	2023-12-20	Vilanova	plate_5
2023-12-22_Vilanova_plate_1	2023-12-22 plate_1	2023-12-22	Vilanova	plate_1
2023-12-22_Vilanova_plate_2	2023-12-22 plate_2	2023-12-22	Vilanova	plate_2
2023-12-22_Vilanova_plate_3	2023-12-22 plate_3	2023-12-22	Vilanova	plate_3
2023-12-22_Vilanova_plate_4	2023-12-22 plate_4	2023-12-22	Vilanova	plate_4
2023-12-22_Vilanova_plate_5	2023-12-22 plate_5	2023-12-22	Vilanova	plate_5
2023-12-22_Vilanova_plate_6	2023-12-22 plate_6	2023-12-22	Vilanova	plate_6
